GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol
15212,33,D,5,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,3500,3500,0,0,1111,416.9,1535.8,,,,,,,140.5148911,0.007631143,0.251210244,3572.062549,0.006338495,0.052713008,0.008683853,2.141563898,0.003719631,0.005349527,0.000735281,0.01476038,0.005123389,0.001267156,0.000630729,0.001587953,0.002356092,0.008634333,0.000534456,0.001158306,0.000799721,0.000634641,0.000276563,0.000576979,0.000766925,8.76E-05,0.000393218,0.000459018,0.000157075,0.029609501,0.000676369,0.026648458,30.18781065,128.9415111,0.007398664,2.876006124,0.332885762,8.101781856,1.055102828,14.56101583,0.016398387,1.098120748,1.825399797,10.44866479,0.012680921,0.005870865,0.00135716,0.000182183,0.492129321,0.106979968,0.203878356,0.085821405,0,0,0,0,4.678769433,0.001362489,0.005853139,210.0216966,0.000547538,0.001133861,0.048405096,0.020660249,0.000175748,0.000357989,4.71E-05,0.00035038,0.000433125,6.71E-05,6.99E-05,0.000132799,0.000131107,0.000484141,1.61E-05,0.000102236,8.38E-05,5.20E-05,1.66E-05,2.45E-05,2.26E-05,1.18E-05,3.45E-05,3.78E-05,1.21E-05,0.007657273,0.000128031,0.000598199,1.938117898,1.029636981,0.000915064,0.470136993,0.007530851,1.309546175,0.040050513,0.945525672,0.992649395,0.00450566,0.58508162,0.105459356,1.724139418,30.18781065,1.938117898,0.286081576,0.030617529,0.049252302,0.010706555,0.013700626,0.005767198,0.009691687,0.000622226,0.006594351,0.000787232,0.000139274,1.32E-05,0.290849787,0.032959537,0.125359308,0.048363797,0.013864832,0.004372213,0.002600519,0.00018895,0.04277122,0.024144013,0.021332142,0.000933176,NaN,3.67E-05,43.89587956,59.41933978,13.45998024,8.049502667,9.284350348,2.055769635,0.12130273,0.05169301,25.70628231,74.96018936
15211,33,D,6,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,2500,2500,0,S-EPR He max,1210.1,419.1,1634.8,,,,,,,139.7916169,0.007529126,0.249934018,3460.742372,0.006475401,0.052497493,0.008638269,2.649500903,0.003644613,0.005233647,0.000674055,0.011642242,0.004186741,0.000999901,0.000594825,0.001626649,0.002424396,0.007956431,0.000479305,0.001122177,0.000761621,0.000577885,0.000239115,0.000501607,0.000714894,8.49E-05,0.000386281,0.000451007,0.000156753,0.028765539,0.000628751,0.026508684,29.43066116,155.9844611,0.006105669,2.857539192,0.336836308,8.06982823,1.052327998,14.1613766,0.017398882,1.100006751,1.687275665,9.631884316,0.011642429,0.005390076,0.001350036,0.000181227,0.451826854,0.098218944,0.202393108,0.079762091,0,0,0,0,4.295606016,0.001250909,0.005373801,192.8221675,0.000502698,0.001041005,0.044441007,0.018968297,0.000161355,0.000328671,4.33E-05,0.000321686,0.000397654,6.16E-05,6.42E-05,0.000121924,0.00012037,0.000444493,1.48E-05,9.39E-05,7.70E-05,4.77E-05,1.53E-05,2.25E-05,2.08E-05,1.08E-05,3.16E-05,3.47E-05,1.12E-05,0.007030187,0.000117546,0.00054921,1.779397558,0.94531583,0.000840126,0.431635567,0.006914119,1.202302124,0.036770614,0.868092738,0.911357308,0.004136673,0.537166911,0.096822861,1.582942644,29.43066116,1.779397558,0.262653195,0.030456807,0.045218832,0.009829752,0.013600817,0.005360013,0.009448607,0.000571269,0.004534933,0.000862852,0.000115125,1.44E-05,0.267069805,0.032466012,0.105211586,0.038837979,0.013392486,0.003559693,0.001628557,0.000149924,0.038196467,0.02219471,0.01622239,0.000772998,NaN,2.71E-05,27.2130186,59.13277074,8.204423983,8.036934403,15.205312,1.59354094,0.081129465,0.045672841,14.38081798,68.42550757
15210,33,D,7,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,2000,2000,0,0,1120,387.2,1508.1,,,,,,,151.2979101,0.008046402,0.270542925,3962.873611,0.007262795,0.057374405,0.009349944,3.011766151,0.003902001,0.005617986,0.000699232,0.009858262,0.003974897,0.000905822,0.000619211,0.001762519,0.002662473,0.008383874,0.00040318,0.001198254,0.0007994,0.000582684,0.00018962,0.000445731,0.000577375,8.09E-05,0.000387491,0.000473072,0.000156409,0.031077912,0.000672421,0.028692668,31.36473213,147.5641114,0.005318069,3.092793834,0.320469093,8.72968635,1.119996023,15.1001923,0.018069648,1.231490893,1.738411247,10.62511822,0.012579021,0.005823688,0.00146126,0.000196157,0.48817471,0.106120308,0.221438035,0.079746742,0,0,0,0,4.641172178,0.00135154,0.005806105,208.3340222,0.000543138,0.00112475,0.048016127,0.020494229,0.000174335,0.000355112,4.68E-05,0.000347565,0.000429644,6.66E-05,6.93E-05,0.000131732,0.000130053,0.000480251,1.60E-05,0.000101415,8.32E-05,5.16E-05,1.65E-05,2.43E-05,2.24E-05,1.17E-05,3.42E-05,3.75E-05,1.21E-05,0.007595741,0.000127003,0.000593392,1.922543737,1.021363113,0.000907711,0.466359106,0.007470336,1.299023036,0.039728678,0.937927698,0.984672748,0.004469453,0.580380071,0.104611914,1.710284726,31.36473213,1.922543737,0.283782707,0.032966033,0.048856525,0.01062052,0.014880636,0.005358981,0.010069534,0.000617226,0.002129141,0.000875317,9.99E-05,1.46E-05,0.288525487,0.035063098,0.093352516,0.035372501,0.014163974,0.003007997,0.00063438,8.87E-05,0.036160374,0.023082963,0.011517596,0.000711958,NaN,1.91E-05,39.17807918,84.70959367,11.12595599,11.66837178,5.438899844,1.363616856,0.112408034,0.075683215,19.40854429,94.74357455
15209,33,D,8,1,10,6938,-5,-152,5337,11/14/18 5:19,11/14/18 5:19,1400,1400,0,0,1210.8,409.1,1655.3,,,,,,,143.2123268,0.00802833,0.256112271,3590.708431,0.007090535,0.055517209,0.008849422,3.446446746,0.003876266,0.005627483,0.000768749,0.017452547,0.005531994,0.001426581,0.000685073,0.001834153,0.002806279,0.009059096,0.000620496,0.001191446,0.000859661,0.000699541,0.0003717,0.000711526,0.001062732,0.000116767,0.000457966,0.000493748,0.000188104,0.031280265,0.000705588,0.027156601,37.92866059,160.5758718,0.012560575,2.937094177,0.570348794,8.560894882,1.14943052,16.95393567,0.020427414,1.18496838,1.58940488,10.62938878,0.011635698,0.00538696,0.001383036,0.000185657,0.451565639,0.098162161,0.207334826,0.074442468,0,0,0,0,4.293122596,0.001250186,0.005370695,192.7106912,0.000502407,0.001040403,0.044415314,0.018957331,0.000161262,0.000328481,4.33E-05,0.0003215,0.000397424,6.16E-05,6.41E-05,0.000121853,0.0001203,0.000444236,1.48E-05,9.38E-05,7.69E-05,4.77E-05,1.53E-05,2.25E-05,2.08E-05,1.08E-05,3.16E-05,3.47E-05,1.11E-05,0.007026123,0.000117478,0.000548892,1.778368835,0.944769315,0.00083964,0.431386025,0.006910122,1.201607037,0.036749355,0.867590867,0.910830425,0.004134281,0.536856359,0.096766885,1.582027497,37.92866059,1.778368835,0.262501347,0.031201291,0.045192689,0.009824069,0.0139329,0.005002534,0.012176859,0.000570939,0.01884342,0.001221036,0.000322699,2.02E-05,0.267669417,0.033119111,0.085317551,0.034949984,0.0088934,0.004841994,0.005570525,0.000195312,0.04012309,0.022847303,0.01381964,0.000852408,NaN,3.72E-05,28.11272733,56.8870215,8.082109341,7.758023022,8.763840215,1.246286842,0.094292063,0.043250744,16.54566802,63.91630658
15300,35,S,1,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,800,795.3004878,0.743,"intercal depth, but leaking S flowmeter",1092.5,606,1730.8,,supor volume prob too high--loose fitting on Supor flowmeter; see comment on volume supor for attempt at correction,,,,,96.74918775,0.005176366,0.173022571,2265.100837,0.00456004,0.037311565,0.006294437,1.319067684,0.002506613,0.003598913,0.000453736,0.006381871,0.002614166,0.000629016,0.000397933,0.001026692,0.001511365,0.005886587,0.000952466,0.000760848,0.000511782,0.000381246,0.000124195,0.000293831,0.000393714,5.10E-05,0.000247877,0.000301787,9.91E-05,0.020122749,0.000428384,0.018334385,20.22986029,103.2028421,0.003396627,1.977118434,0.244679844,5.574423616,0.735685875,9.698537749,0.012362488,0.777223324,1.02686666,6.837995935,0.012895655,0.00597028,0.000933663,0.000125334,0.500462861,0.108791528,NaN,NaN,0,0,0,0,4.757998023,0.00138556,0.005952254,213.5781281,0.00055681,0.001153062,0.049224771,0.021010102,0.000178724,0.000364051,4.79E-05,0.000356314,0.000440459,6.83E-05,7.11E-05,0.000135048,0.000133327,0.00049234,1.64E-05,0.000103967,8.53E-05,5.29E-05,1.69E-05,2.49E-05,2.30E-05,1.20E-05,3.50E-05,3.84E-05,1.24E-05,0.007786938,0.000130199,0.000608328,1.970937286,1.047072482,0.00093056,0.478098123,0.007658376,1.331721556,0.040728713,0.961536862,1.009458561,0.004581957,0.59498918,0.107245166,1.753335372,20.22986029,1.970937286,0.290925978,0.021063446,0.050086323,0.010887856,0.010101344,0.003664442,0.006494723,0.000632762,0.002579991,0.000601067,7.47E-05,1.03E-05,0.295461411,0.024008416,0.087609154,0.042424029,0.00390438,0.001812044,0.00070363,7.64E-05,0.029023831,0.024619135,0.007376886,0.000869404,0.000806168,2.92E-05,51.68497197,20.72357752,16.09296463,2.823289903,2.332616718,0.854682431,0.101604967,0.028263811,16.44398351,38.39400477
15299,35,S,2,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,550,546.7690854,0.743,0,1211.2,451.5,1659,,,,,Pb/Po gets one long thin aggregates,,129.7699353,0.007172335,0.232010346,3046.28468,0.006563007,0.076434608,0.009281583,2.890010085,0.003445634,0.004921554,0.000653349,0.012079769,0.004298635,0.001041847,0.000558193,0.001532944,0.002371591,0.010151423,0.001870529,0.001021914,0.000738154,0.00057239,0.000252442,0.000552786,0.00073835,8.46E-05,0.000364605,0.000423155,0.000143974,0.028015174,0.000574212,0.024606459,27.4224389,153.3595834,0.005531531,2.657289817,0.377237379,7.505475248,1.045737658,13.174764,0.023286005,1.222759504,1.398611828,9.660031335,0.011631855,0.005385181,0.001253156,0.000168222,0.451416509,0.098129743,0.191357692,0.070426291,0,0,0,0,4.291704788,0.001249773,0.005368921,192.6470483,0.000502241,0.001040059,0.044400646,0.01895107,0.000161208,0.000328373,4.32E-05,0.000321394,0.000397293,6.16E-05,6.41E-05,0.000121813,0.000120261,0.000444089,1.48E-05,9.38E-05,7.69E-05,4.77E-05,1.53E-05,2.25E-05,2.08E-05,1.08E-05,3.16E-05,3.47E-05,1.11E-05,0.007023803,0.00011744,0.000548711,1.777781527,0.944457304,0.000839363,0.431243559,0.00690784,1.201210205,0.036737219,0.867304344,0.910529622,0.004132916,0.536679062,0.096734927,1.581505031,27.4224389,1.777781527,0.262414656,0.028271203,0.045177764,0.009820825,0.012859237,0.004732647,0.008803875,0.00057075,0.004614744,0.008720747,0.000115876,0.0001427,0.2667708,0.031535773,0.055047968,0.026685524,0.002826227,0.00169875,0.000875507,7.04E-05,0.024370808,0.016508967,0.005139484,0.00146413,NaN,0.000118608,39.54697539,19.16821527,10.64522899,2.616503987,1.346203109,0.512887127,0.220034083,0.016286194,15.20801237,23.88046021
15298,35,S,3,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,350,347.9439634,0.743,O2 min,1089,415.3,1552,,,,,,,141.1211484,0.007661082,0.252269697,3335.865331,0.006991095,0.140863685,0.008734117,3.013277848,0.003679323,0.005298718,0.000664644,0.009816037,0.003916879,0.000906447,0.000581043,0.00165937,0.002555193,0.007938563,0.001764651,0.00111036,0.000755309,0.000562239,0.000203308,0.000476488,0.000651517,7.91E-05,0.000366102,0.000443652,0.000149333,0.030558356,0.00062516,0.026751539,29.39106024,222.3660501,0.005334197,2.88353648,0.383792594,8.130357525,1.133514588,14.12976529,0.022894328,1.391294052,1.507810201,11.35005568,0.012937101,0.005989468,0.001362389,0.000182885,0.502071327,0.10914118,0.208911831,0.083577012,0,0,0,0,4.773290027,0.001390014,0.005971384,214.2645591,0.000558599,0.001156767,0.049382977,0.021077627,0.000179298,0.000365221,4.81E-05,0.000357459,0.000441875,6.85E-05,7.13E-05,0.000135482,0.000133755,0.000493922,1.64E-05,0.000104301,8.55E-05,5.30E-05,1.70E-05,2.50E-05,2.31E-05,1.20E-05,3.52E-05,3.85E-05,1.24E-05,0.007811965,0.000130618,0.000610284,1.977271795,1.050437729,0.00093355,0.47963471,0.00768299,1.336001653,0.040859614,0.964627201,1.012702918,0.004596683,0.59690145,0.107589848,1.758970518,29.39106024,1.977271795,0.291861002,0.030735488,0.050247298,0.010922849,0.014038875,0.005616375,0.009435893,0.000634796,0.003070328,0.003997795,0.000107774,6.55E-05,0.296653333,0.033345346,0.049994369,0.020781802,0.002310326,0.001423134,0.000461129,5.26E-05,0.017195336,0.011922992,0.004031717,0.00044552,NaN,3.60E-05,31.19206212,17.46210746,8.28123752,2.401011189,0.88315554,0.387140283,0.263677858,0.015283609,11.37939621,22.08412529
15297,35,S,4,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,225,223.6782622,0.743,0,1215.3,448.3,1670.9,,,,,,,130.7918812,0.006984171,0.234119763,3071.708627,0.00671345,0.146650163,0.009380902,2.660598597,0.003419453,0.004826824,0.000599545,0.007101222,0.003213179,0.000761161,0.000526347,0.001519492,0.002323036,0.008296846,0.00088286,0.001028308,0.000676953,0.000493171,0.000141614,0.000349639,0.000433311,6.40E-05,0.000321249,0.000401572,0.000130792,0.027648098,0.00058516,0.024782572,27.11395717,370.440183,0.004328496,2.670669434,0.270284452,7.5422056,1.034628118,13.10966638,0.017299336,1.235964022,1.37209571,9.075159296,0.011592613,0.005367013,0.001262101,0.000169423,0.449893586,0.097798687,0.194093022,0.074450579,0,0,0,0,4.277226067,0.001245556,0.005350808,191.9971241,0.000500547,0.00103655,0.044250853,0.018887136,0.000160665,0.000327265,4.31E-05,0.00032031,0.000395953,6.14E-05,6.39E-05,0.000121402,0.000119855,0.000442591,1.47E-05,9.35E-05,7.66E-05,4.75E-05,1.52E-05,2.24E-05,2.07E-05,1.08E-05,3.15E-05,3.45E-05,1.11E-05,0.007000107,0.000117043,0.00054686,1.771783909,0.941271033,0.000836531,0.429788693,0.006884535,1.197157739,0.03661328,0.864378361,0.907457811,0.004118973,0.534868493,0.096408577,1.576169583,27.11395717,1.771783909,0.26152936,0.028473005,0.04502535,0.009787693,0.013043051,0.005003079,0.008704838,0.000568825,0.002054089,0.000117208,9.32E-05,3.39E-06,0.265847723,0.030526694,0.041134749,0.016400263,0.001875873,0.001189958,0.000280739,3.40E-05,0.014512305,0.008819534,0.002892247,0.000269789,5.56E-05,3.50E-06,17.8572797,7.414175873,4.715997269,1.004555842,0.622503172,0.248476815,0.144612892,0.006293865,4.563306211,9.158456873
15296,35,S,5,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,150,149.1188415,0.743,0,1110.6,491.3,1610.8,,,,,,,119.3761918,0.006329154,0.213414123,2810.767479,0.006209382,0.168194368,0.007765996,1.795904444,0.003077352,0.004398949,0.000541969,0.006151849,0.002869237,0.000645118,0.000475739,0.001294783,0.001933341,0.006830153,0.000645478,0.000938241,0.000611881,0.000444013,0.000112568,0.000285494,0.000346769,5.69E-05,0.000289707,0.000364881,0.000118224,0.025369676,0.000529807,0.022614399,24.71538351,675.2524824,0.003933089,2.436891147,0.241050157,6.871946249,0.890630337,11.86997996,0.014465856,1.077220437,1.256124813,8.494876712,0.012685488,0.00587298,0.001151639,0.000154594,0.492306569,0.107018499,0.175422461,0.101754043,0,0,0,0,4.680454565,0.001362979,0.005855247,210.0973392,0.000547735,0.00113427,0.04842253,0.02066769,0.000175811,0.000358118,4.72E-05,0.000350507,0.000433281,6.72E-05,6.99E-05,0.000132847,0.000131154,0.000484316,1.61E-05,0.000102273,8.39E-05,5.20E-05,1.67E-05,2.45E-05,2.26E-05,1.18E-05,3.45E-05,3.78E-05,1.22E-05,0.00766003,0.000128078,0.000598414,1.938815942,1.030007821,0.000915394,0.47030632,0.007533564,1.310017828,0.040064937,0.945866218,0.993006913,0.004507282,0.585292346,0.105497339,1.724760394,24.71538351,1.938815942,0.286184613,0.025980965,0.049270041,0.010710411,0.011788389,0.006837872,0.007934784,0.00062245,0.001642061,0.000123697,7.93E-05,3.67E-06,0.290746968,0.028928925,0.027489613,0.010654836,0.001019855,0.000657378,NaN,9.11E-06,0.009825047,0.005866548,0.00283188,NaN,4.29E-05,1.95E-06,15.33465241,2.180684331,3.528783696,0.293299209,0.467364861,0.176585682,0.088621464,0.00219817,2.324127632,3.25431219
15295,35,S,6,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,100,99.41256098,0.743,DCM,782.1,342.7,1679.4,,probably leak in Mn cartridge,Pa/Th not great distribution,,,,171.1989832,0.009032426,0.30600044,4036.341112,0.008586854,0.320594769,0.012183989,1.861816723,0.004436209,0.006303976,0.000768207,0.007555197,0.003912417,0.000890434,0.000675288,0.001777514,0.002596931,0.009885256,0.000428208,0.001344977,0.000871957,0.000629272,0.000148751,0.000393241,0.000468475,8.07E-05,0.000414483,0.000522777,0.000169485,0.036675231,0.000774007,0.032424863,35.39142693,1343.637545,0.005598183,3.493532358,0.349248591,9.873281508,1.244445343,17.01566623,0.026557353,1.561240085,1.79142131,11.80040851,0.018013685,0.008339766,0.001651007,0.000221629,0.699086658,0.151968731,0.248898021,0.171878361,0,0,0,0,6.646353203,0.001935462,0.008314585,298.343057,0.000777796,0.001610689,0.068761107,0.029348595,0.000249656,0.000508535,6.70E-05,0.000497727,0.000615268,9.54E-05,9.93E-05,0.000188646,0.000186242,0.00068774,2.29E-05,0.00014523,0.000119091,7.39E-05,2.36E-05,3.48E-05,3.21E-05,1.68E-05,4.90E-05,5.37E-05,1.73E-05,0.010877419,0.000181873,0.000849762,2.753163259,1.462634812,0.00129988,0.667845799,0.010697834,1.860255466,0.056893133,1.343151799,1.410092671,0.006400445,0.831128602,0.149808649,2.449199455,35.39142693,2.753163259,0.406388737,0.037246711,0.069964593,0.015209031,0.016725947,0.011550226,0.011362289,0.000883893,0.001928878,0.000244909,0.000108651,5.91E-06,0.412867341,0.041867423,0.033499216,0.005254856,0.001137467,0.000703615,NaN,6.92E-06,0.010786172,0.004845102,0.003602552,NaN,6.15E-05,1.50E-06,15.11709505,1.78851539,3.64137234,0.240834436,0.279394585,0.12454317,0.085338371,0.001828449,1.582946911,2.643315008
15294,35,S,7,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,75,74.55942073,0.743,0,955.2,459.9,1455.6,,,A black spot near middle: give to Pa/Th; Pb/Po gets one long narrow translucent large aggregate; Pa/Th distribution is bad (a lot of empty space near center of the filter),,,,127.5609787,0.006815217,0.22794876,3040.362183,0.007630797,0.260631952,0.007887103,1.375873894,0.00391085,0.004702433,0.000578745,0.007314517,0.003069955,0.000688215,0.000509023,0.001320434,0.001929471,0.007093412,0.000966738,0.001002356,0.000664938,0.000491754,0.000170157,0.000454752,0.000670986,8.22E-05,0.000352638,0.000410104,0.000144056,0.032709356,0.000574106,0.024165786,26.37426523,1756.883765,0.004294792,2.603251131,0.403236709,7.340943321,0.928695003,12.68393556,0.025718808,1.365500299,1.349973259,9.883170927,0.01474927,0.006828445,0.001230267,0.000165149,0.572399158,0.124429172,0.186997119,0.203169111,0,0,0,0,5.441910427,0.00158472,0.006807828,244.277748,0.000636845,0.001318802,0.056300316,0.024030084,0.000204413,0.000416379,5.48E-05,0.00040753,0.00050377,7.81E-05,8.13E-05,0.00015446,0.000152491,0.000563108,1.87E-05,0.000118912,9.75E-05,6.05E-05,1.94E-05,2.85E-05,2.63E-05,1.37E-05,4.01E-05,4.39E-05,1.41E-05,0.008906229,0.000148914,0.000695769,2.254238887,1.197578189,0.001064318,0.546819723,0.008759188,1.523142588,0.04658304,1.09974772,1.154557661,0.005240565,0.680512646,0.122660536,2.005358976,26.37426523,2.254238887,0.332743542,0.027754834,0.057285708,0.012452871,0.012566206,0.013652964,0.008467362,0.000723715,0.001459723,0.000183242,8.12E-05,4.66E-06,0.337981745,0.033352145,0.019799354,0.003396726,0.00065359,0.000384035,6.62E-05,3.76E-06,0.007642778,0.0033728,0.003633413,NaN,4.24E-05,1.09E-06,15.05584358,1.351990073,3.162118335,0.182055148,0.215736943,0.092497956,0.052930335,0.001488056,1.08101102,2.190601688
15293,35,S,8,2,4,6951,-10.50008333,-152.0003667,5144,11/16/18 1:36,11/16/18 1:36,25,24.85314024,0.743,ML; particle max at 20m,777.8,357.2,1180.4,,,,,,,164.1200997,0.009728556,0.293957019,3854.895979,0.00911291,0.149452366,0.011771145,1.751551684,0.00502268,0.006051622,0.000744024,0.008090967,0.003905497,0.000924008,0.000657521,0.001709256,0.002489327,0.010373315,0.001762321,0.001291323,0.000944901,0.000757553,0.000579456,0.00143361,0.002274535,0.000264644,0.000903148,0.000787524,0.000381987,0.035699314,0.000756414,0.031111851,33.94948659,2660.003716,0.005500655,3.35171789,0.543282964,9.459302794,1.194568474,16.33379191,0.035379958,1.881231863,1.74923504,12.22076223,0.018113272,0.008385872,0.001583987,0.000212632,0.702951499,0.152808877,0.246372176,0.649249104,0,0,0,0,6.683096991,0.001946162,0.008360552,299.9924208,0.000782096,0.001619593,0.069141247,0.029510846,0.000251036,0.000511347,6.73E-05,0.000500479,0.00061867,9.59E-05,9.98E-05,0.000189689,0.000187271,0.000691542,2.30E-05,0.000146033,0.000119749,7.43E-05,2.38E-05,3.50E-05,3.23E-05,1.68E-05,4.92E-05,5.40E-05,1.74E-05,0.010937554,0.000182879,0.00085446,2.768383884,1.470720862,0.001307067,0.671537926,0.010756976,1.870539728,0.057207662,1.350577297,1.417888246,0.006435829,0.835723424,0.150636853,2.462739642,33.94948659,2.768383884,0.408635422,0.035734737,0.070351386,0.015293112,0.01655621,0.04362954,0.01089936,0.00088878,0.001789643,0.000546343,0.000104006,9.95E-06,0.415124492,0.058442074,0.016588935,0.002655077,0.000578425,0.000333883,5.48E-05,3.22E-06,0.00879039,0.003298735,0.009561442,0.000172493,NaN,1.94E-06,15.03569576,1.492462882,2.760965602,0.200955643,0.223424394,0.105271202,0.01896638,0.001549634,0.864665714,2.310009877
15353,35,M,1,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,3000,2995.728477,0.6809,EPZT pFe max at 2900m,1091.4,377.5,1529.7,,,,51 um prefilter under QMA rather than 150 um (short of 150 um),,,155.1806517,0.008205284,0.277424381,3693.649828,0.006945332,0.057880856,0.011113253,1.803632218,0.003984975,0.005732109,0.00070845,0.007664037,0.003737246,0.000878748,0.000618407,0.00163601,0.002411564,0.009121848,0.000853961,0.001221127,0.000796986,0.000576531,0.000153479,0.000374802,0.000461943,7.40E-05,0.000379233,0.000476371,0.000154902,0.031746787,0.000700539,0.029429742,32.1745873,126.7084008,0.005110491,3.174263312,0.311843066,8.956447298,1.165753048,15.53739719,0.017043464,1.183408481,1.742665297,10.68906396,0.012908652,0.005976298,0.001498808,0.000201198,0.500967267,0.108901177,0.232442929,0.078168939,0,0,0,0,4.762793513,0.001386957,0.005958253,213.7933891,0.000557371,0.001154224,0.049274383,0.021031277,0.000178904,0.000364418,4.80E-05,0.000356673,0.000440903,6.83E-05,7.12E-05,0.000135184,0.000133461,0.000492836,1.64E-05,0.000104072,8.53E-05,5.29E-05,1.69E-05,2.49E-05,2.30E-05,1.20E-05,3.51E-05,3.85E-05,1.24E-05,0.007794786,0.000130331,0.000608942,1.972923754,1.048127805,0.000931498,0.478579988,0.007666095,1.333063772,0.040769763,0.962505976,1.010475974,0.004586575,0.595588858,0.107353257,1.755102523,32.1745873,1.972923754,0.291219197,0.033813107,0.050136804,0.01089883,0.015620165,0.005252953,0.010329535,0.0006334,0.002223814,0.001242098,0.000104152,2.06E-05,0.296104652,0.035939514,0.209019252,0.080929314,0.015708322,0.006664048,0.001437708,0.000543858,0.071584471,0.052596166,0.018214963,0.001951505,0.002596953,0.000147656,53.99551998,95.84213403,26.88473009,13.39014387,0.882639744,1.663325132,0.167711174,0.073452191,-30.90388375,111.2375108
